"abdomen","abdómen"
"inexistencia","inexistência"
"infeçao","infeção"
"infiltraçao","infiltração"
"inflamatoria","inflamatória"
"inflamatorias","inflamatórias"
"inflamatorio","inflamatório"
"inflamatorios","inflamatórios"
"inflamaçao","inflamação"
"informaçao","informação"
"infra-centimetricas","infra-centimétricas"
"infra-centimetrico","infra-centimétrico"
"infra-centimetricos","infra-centimétricos"
"infracentimetrico","infracentimétrico"
"infracentimetricos","infracentimétricos"
"infundibulo","infundíbulo"
"infundibulos","infundíbulos"
"inicio","início"
"injeçao","injeção"
"inserçao","inserção"
"inserçoes","inserções"
"insinuaçao","insinuação"
"instaveis","instáveis"
"instituiçao","instituição"
"insuficiencia","insuficiência"
"integras","íntegras"
"integraçao","integração"
"integro","íntegro"
"integros","íntegros"
"interapofisaria","interapofisária"
"interapofisarias","interapofisárias"
"interapofisario","interapofisário"
"intercarpicas","intercárpicas"
"intercorrencia","intercorrência"
"intercorrencias","intercorrências"
"interfacetaria","interfacetária"
"interfacetarias","interfacetárias"
"interfacetarios","interfacetários"
"interfalangica","interfalângica"
"interfalangicas","interfalângicas"
"interhemisferica","interhemisférica"
"intermedia","intermédia"
"intermedio","intermédio"
"intermetatarsicas","intermetatársicas"
"intermetatarsico","intermetatársico"
"interossea","interóssea"
"interosseos","interósseos"
"interposiçao","interposição"
"interrogaçao","interrogação"
"intersomatica","intersomática"
"intersomaticas","intersomáticas"
"intersomatico","intersomático"
"intersomaticos","intersomáticos"
"intersticio","interstício"
"intervençao","intervenção"
"intima","íntima"
"intolerancia","intolerância"
"intra-hepaticas","intra-hepáticas"
"intra-orbitaria","intra-orbitária"
"intracarpicas","intracárpicas"
"intrahepatica","intrahepática"
"intrahepaticas","intrahepáticas"
"intraossea","intraóssea"
"intraosseo","intraósseo"
"intrasomatica","intrasomática"
"intrasomaticas","intrasomáticas"
"intrasomatico","intrasomático"
"intrasomaticos","intrasomáticos"
"intrasubstancia","intrasubstância"
"intrinsecas","intrínsecas"
"intrinsecos","intrínsecos"
"introduçao","introdução"
"inumeras","inúmeras"
"inumeros","inúmeros"
"invasao","invasão"
"inversao","inversão"
"investigaçao","investigação"
"involuçao","involução"
"irradiaçao","irradiação"
"isoecogeneo","isoecogéneo"
"isoecogenica","isoecogénica"
"isoecogenicas","isoecogénicas"
"isoecogenico","isoecogénico"
"isoecogenicos","isoecogénicos"
"isquemica","isquémica"
"isquemicas","isquémicas"
"isquemico","isquémico"
"isquemicos","isquémicos"
"isquiatica","isquiática"
"isquiaticas","isquiáticas"
"isquio-pubico","ísquio-púbico"
"isquio-pubicos","ísquio-púbicos"
"isquio-tibiais","ísquio-tibiais"
"istmica","ístmica"
"ja","já"
"jugulo-carotidea","jugulo-carotídea"
"jugulo-carotideos","jugulo-carotídeos"
"junçao","junção"
"junçoes","junções"
"justificavel","justificável"
"keros","KEROS"
"labiaçao","labiação"
"labiaçoes","labiações"
"labio","lábio"
"labirintica","labiríntica"
"laceraçao","laceração"
"laceraçoes","lacerações"
"lamina","lâmina"
"laminas","lâminas"
"latero","látero"
"latero-aorticas","látero-aórticas"
"latero-basal","látero-basal"
"lentificaçao","lentificação"
"lesao","lesão"
"lesoes","lesões"
"limitaçao","limitação"
"limitaçoes","limitações"
"limitrofes","limítrofes"
"linfaticas","linfáticas"
"linfatico","linfático"
"linfaticos","linfáticos"
"lingua","língua"
"lingula","língula"
"liquida","líquida"
"liquidas","líquidas"
"liquido","líquido"
"liquor","líquor"
"listesico","listésico"
"listesicos","listésicos"
"litiase","litíase"
"litiasica","litiásica"
"litiasicas","litiásicas"
"litiasico","litiásico"
"litiasicos","litiásicos"
"litica","lítica"
"liticas","líticas"
"lobulaçao","lobulação"
"lobulaçoes","lobulações"
"localizaçao","localização"
"loculaçao","loculação"
"lombalizaçao","lombalização"
"lordotica","lordótica"
"lowshout","washout"
"lucencia","lucência"
"lumen","lúmen"
"luteo","lúteo"
"luxaçao","luxação"
"luxaçoes","luxações"
"macronodulos","macronódulos"
"macroscopica","macroscópica"
"magnetica","magnética"
"maleolo","maléolo"
"malformaçao","malformação"
"malformaçoes","malformações"
"mamaria","mamária"
"mamarias","mamárias"
"mamario","mamário"
"mamarios","mamários"
"mamograficas","mamográficas"
"mamografico","mamográfico"
"mandibula","mandíbula"
"manifestaçao","manifestação"
"manifestaçoes","manifestações"
"manipulaçao","manipulação"
"mantem","mantêm"
"manubrio","manúbrio"
"manutençao","manutenção"
"mao","mão"
"maos","mãos"
"marcaçao","marcação"
"maxima","máxima"
"maximas","máximas"
"maximo","máximo"
"maximos","máximos"
"mecanica","mecânica"
"mecanico","mecânico"
"mecanicos","mecânicos"
"media","média"
"medias","médias"
"mediastinica","mediastínica"
"mediastinicas","mediastínicas"
"mediastinicos","mediastínicos"
"medica","médica"
"medicaçao","medicação"
"medico","médico"
"medio","médio"
"medio-clavicular","médio-clavicular"
"medio-lateral","médio-lateral"
"mediope","médiopé"
"medios","médios"
"mediçoes","medições"
"megaapofise","megaapófise"
"memoria","memória"
"mensuraveis","mensuráveis"
"mes","mês"
"mesenterica","mesentérica"
"mesentericas","mesentéricas"
"mesenterio","mesentério"
"mesocolon","mesocólon"
"metabolica","metabólica"
"metabolicas","metabólicas"
"metabolico","metabólico"
"metacarpica","metacárpica"
"metacarpo-falangica","metacarpo-falângica"
"metadiafisaria","metadiafisária"
"metafisaria","metafisária"
"metafise","metáfise"
"metalica","metálica"
"metalicas","metálicas"
"metalico","metálico"
"metalicos","metálicos"
"metarso-falangicas","metarso-falângicas"
"metastase","metástase"
"metastaticos","metastáticos"
"metastizaçao","metastização"
"metatarsicas","metatársicas"
"metatarso-falangica","metatarso-falângica"
"metatarso-falangicas","metatarso-falângicas"
"metodo","método"
"metodos","métodos"
"meyerding","Meyerding"
"microangiopatica","microangiopática"
"microcalcificaçao","microcalcificação"
"microcalcificaçoes","microcalcificações"
"microcalculo","microcálculo"
"microcalculos","microcálculos"
"microlitiase","microlítiase"
"micronodulo","micronódulo"
"micronodulos","micronódulos"
"micropolipos","micropólipos"
"micropoliquisticos","micropoliquísticos"
"microquistica","microquística"
"microquisticas","microquísticas"
"microscopica","microscópica"
"micçao","micção"
"migraçao","migração"
"milimetrica","milimétrica"
"milimetricas","milimétricas"
"milimetrico","milimétrico"
"milimetricos","milimétricos"
"mineralizaçao","mineralização"
"minima","mínima"
"minimas","mínimas"
"minimo","mínimo"
"minuscula","minúscula"
"minusculas","minúsculas"
"minusculo","minúsculo"
"minusculos","minúsculos"
"minímos","mínimos"
"miometrio","miométrio"
"mobilizavel","mobilizável"
"modic","Modic"
"modificaçao","modificação"
"moleculas","moléculas"
"morfologica","morfológica"
"morfologicas","morfológicas"
"morfologicos","morfológicos"
"morton","Morton"
"mulitplas","múltiplas"
"multipla","múltipla"
"multiplas","múltiplas"
"multiplos","múltiplos"
"musculo","músculo"
"musculo-aponevroticas","musculo-aponevróticas"
"musculo-aponevroticos","musculo-aponevróticos"
"musculos","músculos"
"naboth","Naboth"
"nadega","nádega"
"nao","não"
"necessarias","necessárias"
"necessario","necessário"
"necrotica","necrótica"
"nefrolitiase","nefrolitíase"
"neo-articulaçao","neo-articulação"
"neoformaçao","neoformação"
"neoformaçoes","neoformações"
"neoplasica","neoplásica"
"neoplasicas","neoplásicas"
"neoplasico","neoplásico"
"neurologico","neurológico"
"neuromeningeo","neuromeníngeo"
"nitida","nítida"
"niveis","níveis"
"nivel","nível"
"nodulo","nódulo"
"nodulos","nódulos"
"notoria","notória"
"notorio","notório"
"nucleo","núcleo"
"nucleo-capsulares","núcleo-capsulares"
"nucleos","núcleos"
"numero","número"
"obliqua","oblíqua"
"obliquas","oblíquas"
"obliquo","oblíquo"
"obliquos","oblíquos"
"obliteraçao","obliteração"
"observaçao","observação"
"obstruçao","obstrução"
"obtençao","obtenção"
"oclusao","oclusão"
"ocupaçao","ocupação"
"odontogenico","odontogénico"
"odontogenicos","odontogénicos"
"oncologico","oncológico"
"onodi","Onodi"
"opacificaçao","opacificação"
"operculo","opérculo"
"oposiçao","oposição"
"optica","óptica"
"opticas","ópticas"
"optico","óptico"
"opticos","ópticos"
"orbita","órbita"
"orbitarias","orbitárias"
"orbitario","orbitário"
"orbitas","órbitas"
"orgao","órgão"
"orgaos","órgãos"
"orientaçao","orientação"
"orificio","orifício"
"ortodontico","ortodôntico"
"ortostatica","ortostática"
"ossea","óssea"
"osseas","ósseas"
"osseo","ósseo"
"osseos","ósseos"
"ossiculo","ossículo"
"ossiculos","ossículos"
"ossificaçao","ossificação"
"osteite","osteíte"
"osteoblasticas","osteoblásticas"
"osteocondensaçao","osteocondensação"
"osteofitaria","osteofitária"
"osteofitarias","osteofitárias"
"osteofitario","osteofitário"
"osteofitarios","osteofitários"
"osteofito","osteófito"
"osteofitos","osteófitos"
"osteofixaçao","osteofixação"
"osteoliticas","osteolíticas"
"osteoporotica","osteoporótica"
"osteossintese","osteossíntese"
"otica","ótica"
"ovarica","ovárica"
"ovaricas","ováricas"
"ovarico","ovárico"
"ovaricos","ováricos"
"ovario","ovário"
"ovarios","ovários"
"ovoide","ovóide"
"padrao","padrão"
"palido","pálido"
"palidos","pálidos"
"palpavel","palpável"
"pancreas","pâncreas"
"pancreatica","pancreática"
"pancreaticas","pancreáticas"
"pancreatico","pancreático"
"pancreaticos","pancreáticos"
"panicula","panícula"
"papiracea","papirácea"
"papiraceas","papiráceas"
"paracardiaca","paracardíaca"
"parafaringeo","parafaríngeo"
"paramagnetic","paramagnético"
"paramediastinica","paramediastínica"
"parametros","parâmetros"
"parapielica","parapiélica"
"parapielicas","parapiélicas"
"parapielico","parapiélico"
"parapielicos","parapiélicos"
"parenquima","parênquima"
"parotida","parótida"
"parotidas","parótidas"
"parotidea","parotídea"
"parotideas","parotídeas"
"passiveis","passíveis"
"patencia","patência"
"patologica","patológica"
"patologicas","patológicas"
"patologico","patológico"
"patologicos","patológicos"
"pe","pé"
"pediculo","pedículo"
"pediculos","pedículos"
"pedunculo","pedúnculo"
"pedunculos","pedúnculos"
"pelvica","pélvica"
"pelvicas","pélvicas"
"pelvico","pélvico"
"pelvicos","pélvicos"
"percetiveis","percetíveis"
"percetivel","percetível"
"percetivies","percetíveis"
"perfuraçao","perfuração"
"perfusao","perfusão"
"peri-centimetrico","peri-centimétrico"
"peri-trocanterica","peri-trocantérica"
"peri-trocantericas","peri-trocantéricas"
"peribronquicas","peribrônquicas"
"peribronquicos","peribrônquicos"
"pericardico","pericárdico"
"pericentimetrica","pericentimétrica"
"pericentimetricas","pericentimétricas"
"pericentimetrico","pericentimétrico"
"pericentimetricos","pericentimétricos"
"pericolecistica","pericolecística"
"periferica","periférica"
"perifericas","periféricas"
"periferico","periférico"
"perifericos","periféricos"
"periodico","periódico"
"periodo","período"
"periodontica","periodôntica"
"periosseo","periósseo"
"periosteite","periosteíte"
"periostico","perióstico"
"peritrocantericas","peritrocantéricas"
"permeaveis","permeáveis"
"permeavel","permeável"
"peronio","perónio"
"peronio-astragalino","perónio-astragalino"
"persistencia","persistência"
"pertubações","perturbações"
"perturbaçoes","pertubações"
"pes","pés"
"pielica","piélica"
"pirads","PI-RADS"
"piramide","pirâmide"
"piramides","pirâmides"
"planificaçao","planificação"
"plastrao","plastrão"
"pm","partes moles"
"pneumatizaçao","pneumatização"
"pneumonicas","pneumónicas"
"pneumonico","pneumónico"
"pneumonicos","pneumónicos"
"podera","poderá"
"poderao","poderão"
"polipo","pólipo"
"polipos","pólipos"
"poliquistico","poliquístico"
"polo","pólo"
"ponderaçao","ponderação"
"ponderaçoes","ponderações"
"poplitea","poplítea"
"popliteas","poplíteas"
"popliteo","poplíteo"
"porçao","porção"
"porçoes","porções"
"pos","pós"
"pos-cirurgica","pós-cirúrgica"
"pos-cirurgico","pós-cirúrgico"
"pos-miccional","pós-miccional"
"pos-traumatica","pós-traumática"
"pos-traumaticas","pós-traumáticas"
"pos-traumatico","pós-traumático"
"posiçao","posição"
"posiçoes","posições"
"possiveis","possíveis"
"possivel","possível"
"pratica","prática"
"precauçao","precaução"
"predominio","predomínio"
"preocupaçao","preocupação"
"preparaçao","preparação"
"preservaçao","preservação"
"pressao","pressão"
"presumivel","presumível"
"previa","prévia"
"previas","prévias"
"previo","prévio"
"previos","prévios"
"primaria","primária"
"procidencia","procidência"
"procidencias","procidências"
"proeminencia","proeminência"
"progressao","progressão"
"projeçao","projeção"
"proliferaçao","proliferação"
"propria","própria"
"proprias","próprias"
"proprio","próprio"
"proprios","próprios"
"prostata","Próstata"
"prostata","próstata"
"prostatica","prostática"
"prostaticas","prostáticas"
"prostatico","prostático"
"prostaticos","prostáticos"
"protese","prótese"
"proteses","Próteses"
"protesicos","protésicos"
"protonica","protónica"
"protruberancia","protuberância"
"protrusao","protrusão"
"protrusoes","protrusões"
"protuberancia","protuberância"
"provaveis","prováveis"
"provavel","provável"
"proxima","próxima"
"proximas","próximas"
"proximo","próximo"
"proximos","próximos"
"prudencia","prudência"
"próteses","próteses"
"próximal","proximal"
"pseudo-procidencia","pseudo-procidência"
"pseudo-protrusao","pseudo-protrusão"
"pseudo-quistico","pseudo-quístico"
"pubica","púbica"
"pubico","púbico"
"pubo-coccigeo","pubo-coccígeo"
"pulmao","pulmão"
"pulmoes","pulmões"
"punçao","punção"
"quadricipite","quadricípite"
"quantificaçao","quantificação"
"questao","questão"
"questionavel","questionável"
"quistica","quística"
"quisticas","quísticas"
"quistico","quístico"
"quisticos","quísticos"
"radiaria","radiária"
"radiario","radiário"
"radio","rádio"
"radiocarpica","radiocárpica"
"radiocarpicas","radiocárpicas"
"radiocarpico","radiocárpico"
"radiografica","radiográfica"
"radiograficas","radiográficas"
"radiografico","radiográfico"
"radiograficos","radiográficos"
"radiologica","radiológica"
"radiologicas","radiológicas"
"radiologico","radiológico"
"radiolucencia","radiolucência"
"raiz","raíz"
"raizes","raízes"
"ramificaçao","ramificação"
"raquis","ráquis"
"rarefaçao","rarefação"
"razoavel","razoável"
"reabsorçao","reabsorção"
"realizaçao","realização"
"reavaliaçao","reavaliação"
"reaçao","reação"
"recessao","recessão"
"reconstituiçao","reconstituição"
"reconstruçao","reconstrução"
"reconstruçoes","reconstruções"
"recontruçoes","reconstruções"
"reduçao","redução"
"referencia","referência"
"referenciaveis","referenciáveis"
"reformataçoes","reformatações"
"regiao","região"
"regioes","regiões"
"relacao","relação"
"relatorio","relatório"
"relatorios","relatórios"
"relaçao","relação"
"relaçoes","relações"
"relevancia","relevância"
"remodelaçao","remodelação"
"remoçao","remoção"
"reparaçao","reparação"
"repercussao","repercussão"
"repermeabilizaçao","repermeabilização"
"repetiçao","repetição"
"repleçao","repleção"
"reservatorio","reservatório"
"residuo","resíduo"
"residuos","resíduos"
"resistencia","resistência"
"resoluçao","resolução"
"respiratoria","respiratória"
"respiratorio","respiratório"
"respiraçao","respiração"
"responsaveis","responsáveis"
"responsavel","responsável"
"ressonancia","ressonância"
"restauraçoes","restaurações"
"restriçao","restrição"
"restriçoes","restrições"
"retençao","retenção"
"reticulaçao","reticulação"
"reticulo","retículo"
"retificaçao","retificação"
"retilinizaçao","retilinização"
"retinaculo","retináculo"
"retinaculos","retináculos"
"retraidos","retraídos"
"retraçao","retração"
"retroaortica","retroaórtica"
"retrocardiaca","retrocardíaca"
"retrofaringea","retrofaríngea"
"retrofaringeo","retrofaríngeo"
"retroflexao","retroflexão"
"retrope","retropé"
"retroversao","retroversão"
"reumatoide","reumatóide"
"rm","ressonância magnética"
"rotaçao","rotação"
"rotula","rótula"
"rotulas","rótulas"
"ruptura","rotura"
"rupturas","roturas"
"sacralizaçao","sacralização"
"sacro-coccigeas","sacro-coccígeas"
"sacro-iliaca","sacro-ilíaca"
"sacro-iliacas","sacro-ilíacas"
"sacroiliacas","sacroilíacas"
"sagitalizaçao","sagitalização"
"sao","são"
"saturaçao","saturação"
"schmorl","Schmorl"
"sebaceo","sebáceo"
"secreçoes","secreções"
"secundaria","secundária"
"secundarias","secundárias"
"secundario","secundário"
"secundarios","secundários"
"sensaçao","sensação"
"sensiveis","sensíveis"
"sensivel","sensível"
"separaçao","separação"
"septaçao","septação"
"septaçoes","septações"
"sequencia","sequência"
"sequencias","sequências"
"sera","será"
"serao","serão"
"sericos","séricos"
"serohematica","sero-hemática"
"sialolitiase","sialolitíase"
"sifoes","sifões"
"sigmoide","sigmóide"
"simetrica","simétrica"
"simetricas","simétricas"
"simetrico","simétrico"
"simetricos","simétricos"
"simultanea","simultânea"
"sindesmotico","sindesmótico"
"sindrome","síndrome"
"sindromes","síndromes"
"sinfise","sínfise"
"sintomatica","sintomática"
"sintomatico","sintomático"
"sistematizaveis","sistematizáveis"
"sistolico","sistólico"
"situaçao","situação"
"situaçoes","situações"
"so","só"
"sobreponiveis","sobreponíveis"
"sobreponivel","sobreponível"
"sobreposiçao","sobreposição"
"solida","sólida"
"solidas","sólidas"
"solido","sólido"
"solidos","sólidos"
"soluçao","solução"
"soluçoes","soluções"
"somatica","somática"
"somaticas","somáticas"
"somatico","somático"
"somaticos","somáticos"
"stir","STIR"
"subcentimetricas","subcentimétricas"
"subctuanea","subcutânea"
"subcutanea","subcutânea"
"subcutaneas","subcutâneas"
"subcutaneo","subcutâneo"
"subcutaneos","subcutâneos"
"subdeltoide","subdeltóide"
"subluxaçao","subluxação"
"substancia","substância"
"substituiçao","substituição"
"sugestao","sugestão"
"sumaria","sumária"
"sumario","sumário"
"superficie","superfície"
"superficies","superfícies"
"supra-aorticos","supra-aórticos"
"supra-hepaticas","supra-hepáticas"
"supra-pubica","supra-púbica"
"suprahepaticas","suprahepáticas"
"suprapubica","suprapúbica"
"supressao","supressão"
"suscetiveis","suscetíveis"
"suspeiçao","suspeição"
"tabagica","tabágica"
"tabagicos","tabágicos"
"tabua","tábua"
"talamica","talâmica"
"talamicas","talâmicas"
"talamicos","talâmicos"
"talamo","tálamo"
"tambem","também"
"tarsicas","társicas"
"tarsico","társico"
"tarsicos","társicos"
"tecnica","técnica"
"tendao","tendão"
"tendencia","tendência"
"tendoes","tendões"
"tensao","tensão"
"tenue","ténue"
"tenues","ténues"
"terao","terão"
"terapeutica","terapêutica"
"terapeuticos","terapêuticos"
"territorio","território"
"territorios","territórios"
"testiculo","testículo"
"testiculos","testículos"
"tibia","tíbia"
"tibio","tíbio"
"tibio-tarsica","tíbio-társica"
"tibio-tarsico","tíbio-társico"
"tibiotarsica","tibiotársica"
"timico","tímico"
"timpanica","timpânica"
"timpanicas","timpânicas"
"timpano","tímpano"
"tipica","típica"
"tipicas","típicas"
"tipico","típico"
"tipicos","típicos"
"tirads","Tirads"
"tiroide","tiróide"
"tm","tecidos moles"
"tomodensitometrica","tomodensitométrica"
"tomodensitometricas","tomodensitométricas"
"tomodensitometrico","tomodensitométrico"
"tomodensitometricos","tomodensitométricos"
"topicas","tópicas"
"topicos","tópicos"
"toracica","torácica"
"toracico","torácico"
"toracicos","torácicos"
"torax","tórax"
"torçao","torção"
"trabeculaçao","trabeculação"
"traduçao","tradução"
"transiçao","transição"
"translaçao","translação"
"transparencia","transparência"
"trapezio","trapézio"
"traqueobronquica","traqueobrônquica"
"traqueobronquico","traqueobrônquico"
"traumatica","traumática"
"traumaticas","traumáticas"
"traumatico","traumático"
"traumaticos","traumáticos"
"traçao","tração"
"tres","três"
"triangulo","triângulo"
"tributarias","tributárias"
"tricipite","tricípite"
"trifasico","trifásico"
"trigono","trígono"
"trocanterica","trocantérica"
"trocantericas","trocantéricas"
"troclea","tróclea"
"tumefaçao","tumefação"
"tumefaçoes","tumefações"
"tunel","túnel"
"tunicas","túnicas"
"turbulencia","turbulência"
"ultima","última"
"ultimas","últimas"
"ultimo","último"
"ultimos","últimos"
"ultrassonico","ultrassónico"
"umero","úmero"
"uncartrosicas","uncartrósicas"
"unco-osteofitaria","unco-osteofitária"
"uniao","união"
"unica","única"
"unicas","únicas"
"unico","único"
"urinaria","urinária"
"urinario","urinário"
"urolitiase","urolitíase"
"uteis","úteis"
"utero","útero"
"util","útil"
"utilizaçao","utilização"
"utriculo","utrículo"
"validaçao","validação"
"valorizaveis","valorizáveis"
"valorizavel","valorizável"
"valorizaçao","valorização"
"valvula","válvula"
"variancia","variância"
"varias","várias"
"variaçao","variação"
"variaçoes","variações"
"varios","vários"
"vascularizaçao","vascularização"
"vasogenico","vasogénico"
"vegetaçoes","vegetações"
"ventilaçao","ventilação"
"ventriculo","ventrículo"
"ventriculos","ventrículos"
"vertebra","vértebra"
"vertebras","vértebras"
"vertice","vértice"
"vertices","vértices"
"vesicula","vesícula"
"vestibulo","vestíbulo"
"vestibulos","vestíbulos"
"vestigios","vestígios"
"vigilancia","vigilância"
"visceras","vísceras"
"visiveis","visíveis"
"visivel","visível"
"visualizaveis","visualizáveis"
"visualizavel","visualizável"
"visualizaçao","visualização"
"volumetrica","volumétrica"
"volumetrico","volumétrico"
"vomitos","vómitos"
"zigoapofisarias","zigapofisárias"